epoca,loss_train,loss_val,acc_train,acc_val
1,1.075447101047467,1.0650746277361678,0.6312056737588653,0.6550151975683891
2,1.0650531827250742,1.0547950828194468,0.6502026342451874,0.6681864235055724
3,1.0546746726939202,1.0445738685533124,0.6637537993920972,0.6869300911854104
4,1.0443552451775586,1.034503653997131,0.6843971631205674,0.693515704154002
5,1.0341887467708015,1.0247003384435058,0.6998480243161094,0.7082066869300911
6,1.0242920687790407,1.015264119177089,0.7151722391084093,0.720871327254306
7,1.0147660311502507,1.0062502629094854,0.7298632218844985,0.732016210739615
8,1.005666172548417,0.9976638198407121,0.743920972644377,0.7593718338399189
9,0.9969975990299154,0.9894733683944461,0.7759625126646403,0.8546099290780141
10,0.9887288453119759,0.981629767105886,0.8663880445795339,0.8763931104356636
11,0.9808106804947097,0.9740804257657288,0.8903242147923,0.8839918946301925
12,0.9731903950996023,0.9667770499339275,0.8957700101317123,0.8905775075987842
13,0.9658195520398204,0.9596785655216366,0.9000759878419453,0.894630192502533
14,0.9586569188635052,0.9527514155856013,0.9027355623100304,0.8991894630192503
15,0.9516687734768223,0.9459687381093171,0.9059017223910841,0.9042553191489362
16,0.9448280900151139,0.9393092269788739,0.9093211752786221,0.9067882472137792
17,0.9381134058545936,0.9327560303780325,0.9112208713272543,0.9108409321175278
18,0.9315077238209954,0.9262958101696325,0.9133738601823708,0.9123606889564336
19,0.9249975735312379,0.9199179828598328,0.9145136778115501,0.9138804457953394
20,0.9185722529747655,0.9136141235448632,0.916033434650456,0.9164133738601824
21,0.9122232321960034,0.9073775035739627,0.9165400202634245,0.916919959473151
22,0.9059436901662568,0.9012027333711449,0.9175531914893617,0.9174265450861195
23,0.8997281565363309,0.8950854862728962,0.9183130699088146,0.9184397163120568
24,0.893572234290662,0.8890222842138984,0.9184397163120568,0.9184397163120568
25,0.8874723842370567,0.8830103305031503,0.9188196555217831,0.9184397163120568
26,0.8814257566342779,0.8770473784974545,0.9194528875379939,0.9194528875379939
27,0.87543005879661,0.8711316277368218,0.9194528875379939,0.9189463019250254
28,0.8694834502545942,0.8652616411933155,0.9194528875379939,0.9189463019250254
29,0.8635844591273644,0.8594362788477302,0.9184397163120568,0.9189463019250254
30,0.8577319149186249,0.8536546439741516,0.918693009118541,0.9189463019250254
31,0.8519248941105542,0.8479160393817289,0.918693009118541,0.9184397163120568
32,0.8461626757975638,0.8422199315127067,0.9181864235055724,0.916919959473151
33,0.8404447052510077,0.8365659207831966,0.9176798378926039,0.916919959473151
34,0.8347705637934381,0.8309537169205429,0.9175531914893617,0.916919959473151
35,0.8291399437287996,0.8253831183294686,0.9175531914893617,0.916919959473151
36,0.823552627353874,0.8198539947311774,0.9175531914893617,0.916919959473151
37,0.8180084692889207,0.8143662724819379,0.9175531914893617,0.9174265450861195
38,0.8125073815284742,0.8089199221026672,0.9179331306990881,0.916919959473151
39,0.8070493207388608,0.8035149476477267,0.9180597771023303,0.916919959473151
40,0.8016342774262704,0.7981513776163206,0.9181864235055724,0.916919959473151
41,0.7962622666749221,0.7928292571685542,0.9181864235055724,0.916919959473151
42,0.7909333202139884,0.7875486414541703,0.9183130699088146,0.916919959473151
43,0.7856474796183264,0.7823095898980994,0.9183130699088146,0.916919959473151
44,0.7804047904845451,0.7771121613153971,0.9181864235055724,0.9174265450861195
45,0.7752052974527076,0.7719564097505907,0.9179331306990881,0.9174265450861195
46,0.7700490399667045,0.7668423809541985,0.9179331306990881,0.9174265450861195
47,0.7649360486843307,0.7617701094232083,0.9179331306990881,0.9174265450861195
48,0.7598663424623476,0.7567396159434168,0.9179331306990881,0.9174265450861195
49,0.7548399258531332,0.751750905580336,0.9180597771023303,0.9179331306990881
50,0.7498567870584965,0.7468039660723541,0.9180597771023303,0.9184397163120568
51,0.7449168962933751,0.7418987665854027,0.9180597771023303,0.9184397163120568
52,0.7400202045178326,0.7370352567928167,0.9181864235055724,0.9189463019250254
53,0.7351666425003305,0.7322133662476449,0.9180597771023303,0.9189463019250254
54,0.7303561201789172,0.7274330040175571,0.9180597771023303,0.9189463019250254
55,0.7255885262899588,0.722694058554869,0.9180597771023303,0.9189463019250254
56,0.7208637282364934,0.7179963977761955,0.9180597771023303,0.9194528875379939
57,0.71618157217033,0.7133398693279317,0.9180597771023303,0.9194528875379939
58,0.7115418832637749,0.7087243010152404,0.9181864235055724,0.9194528875379939
59,0.706944466148379,0.7041495013735581,0.9181864235055724,0.9194528875379939
60,0.7023891054994773,0.6996152603628516,0.9183130699088146,0.9194528875379939
61,0.6978755667465392,0.6951213501660088,0.9183130699088146,0.9194528875379939
62,0.6934035968905236,0.6906675260738705,0.9183130699088146,0.9194528875379939
