tipo_capa,origen,destino,peso,peso_absoluto,importancia_%
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_1,-0.019874456638579303,0.019874456638579303,0.01306724686407883
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_2,-0.16910163191145702,0.16910163191145702,0.11118255001831116
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_3,-0.4349162283078713,0.4349162283078713,0.28595286018844723
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_4,-0.2687297241667685,0.2687297241667685,0.1766869761151867
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_5,0.26752270918123905,0.26752270918123905,0.17589337641727398
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_6,0.2518383612427147,0.2518383612427147,0.16558108209185515
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_7,0.24240946534709387,0.24240946534709387,0.15938168189871438
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_8,0.2872866996833172,0.2872866996833172,0.18888799295479689
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_9,-0.013759599331745621,0.013759599331745621,0.009046792296686753
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_10,-0.5695185550230676,0.5695185550230676,0.37445247875173465
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_11,-0.3846170596312342,0.3846170596312342,0.25288168415037154
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_12,0.6217834489694287,0.6217834489694287,0.4088160985448049
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_13,0.2582400411338718,0.2582400411338718,0.16979011950121897
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_14,-0.29009627919106373,0.29009627919106373,0.1907352620238146
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_15,0.111393657725856,0.111393657725856,0.0732401620364759
Capa 1 - Entrada a Oculta 1,stock_actual,Neurona H1_16,0.7447072038620323,0.7447072038620323,0.48963717857992634
Capa 1 - Entrada a Oculta 1,stock_minimo,Neurona H1_1,-0.20349386198353253,0.20349386198353253,0.1337950807018233
Capa 1 - Entrada a Oculta 1,stock_minimo,Neurona H1_2,-0.31035316143833114,0.31035316143833114,0.2040539497160252
Capa 1 - Entrada a Oculta 1,stock_minimo,Neurona H1_3,0.10267725881052006,0.10267725881052006,0.06750922113762448
Capa 1 - Entrada a Oculta 1,stock_minimo,Neurona H1_4,0.06379234370176926,0.06379234370176926,0.04194279714651718
