epoca,loss_train,loss_val,acc_train,acc_val
1,1.1376929506803906,1.1147162307853131,0.07772680937818552,0.12640163098878696
2,1.1195726304817737,1.098939268803122,0.11314984709480122,0.1743119266055046
3,1.1035974428285888,1.0843530685757905,0.1580020387359837,0.2793068297655454
4,1.0888426644613063,1.0705107672270127,0.2775229357798165,0.4505606523955148
5,1.074852991161907,1.0571922685127568,0.44240570846075433,0.4617737003058104
6,1.0614027192808226,1.0442836151662067,0.4615188583078491,0.4689092762487258
7,1.048374204290962,1.0317198986531102,0.46534148827726807,0.5749235474006116
8,1.0357001042238148,1.019459248520303,0.5716106014271152,0.601427115188583
9,1.0233369224533777,1.0074712288995993,0.6001529051987767,0.6901121304791029
10,1.0112531180431363,0.995731704698999,0.6771151885830785,0.7329255861365953
11,0.9994237930601246,0.9842205572896101,0.7329255861365953,0.7319062181447502
12,0.9878282978404177,0.9729206389314335,0.7324159021406728,0.7349643221202854
13,0.9764491174198027,0.961817259058461,0.7359836901121305,0.7471967380224261
14,0.9652713155449343,0.9508978943495977,0.7464322120285423,0.7502548419979612
15,0.9542822177338443,0.9401519888392528,0.75,0.7614678899082569
16,0.9434711932035277,0.9295707864355383,0.7627420998980632,0.762487257900102
17,0.9328294741349992,0.9191471716692945,0.7629969418960245,0.7665647298674821
18,0.9223499857896512,0.9088755094138925,0.7663098878695209,0.7665647298674821
19,0.9120271768975413,0.8987514810996294,0.7663098878695209,0.764525993883792
20,0.9018568471383037,0.8887719180865896,0.7655453618756372,0.7655453618756372
21,0.891835972057758,0.8789346343062449,0.7658002038735984,0.7655453618756372
22,0.8819625274441696,0.869238260894017,0.7658002038735984,0.7665647298674821
23,0.872235315939342,0.8596820857000813,0.7665647298674821,0.7675840978593272
24,0.8626537989007717,0.8502659004655826,0.7673292558613659,0.7716615698267074
25,0.8532179364634892,0.8409898581780543,0.7668195718654435,0.7737003058103975
26,0.8439280384786232,0.8318543427270395,0.7668195718654435,0.7737003058103975
27,0.8347846285930692,0.8228598525075497,0.7673292558613659,0.7757390417940877
28,0.8257883232269246,0.8140068990989957,0.768348623853211,0.7757390417940877
29,0.816939726642537,0.8052959216126585,0.7680937818552498,0.7767584097859327
30,0.8082393427185852,0.7967272167819375,0.7698776758409785,0.7777777777777778
31,0.7996875034793776,0.7883008843934992,0.7724260958205912,0.780835881753313
32,0.7912843139140812,0.7800167872457788,0.7744648318042814,0.781855249745158
33,0.7830296121772309,0.7718745244892797,0.7759938837920489,0.7828746177370031
34,0.7749229439071093,0.7638734169586858,0.7785423037716616,0.7889908256880734
35,0.7669635491407975,0.7560125029508564,0.7805810397553516,0.7910295616717635
36,0.7591503601441845,0.7482905428301457,0.7816004077471967,0.7930682976554536
37,0.751482008405669,0.7407060308433848,0.7833843017329256,0.7930682976554536
38,0.74395683905228,0.7332572125884509,0.7849133537206932,0.7940876656472987
39,0.7365729310219882,0.7259421066885275,0.7854230377166157,0.7951070336391437
40,0.7293281214502108,0.7187585293647238,0.7869520897043832,0.7951070336391437
41,0.7222200328862959,0.7117041207596555,0.7877166156982671,0.7961264016309888
42,0.7152461021328342,0.7047763720326156,0.7877166156982671,0.7971457696228338
43,0.7084036096847703,0.6979726524139471,0.7882262996941896,0.7971457696228338
44,0.7016897089267565,0.6912902355653077,0.7889908256880734,0.7971457696228338
45,0.6951014544187369,0.6847263247389054,0.7892456676860347,0.7971457696228338
46,0.6886358287564904,0.6782780763595933,0.7900101936799184,0.7971457696228338
47,0.6822897676328842,0.6719426217675295,0.7917940876656473,0.799184505606524
48,0.676060182845688,0.6657170869557862,0.7925586136595311,0.799184505606524
49,0.6699439830989659,0.6595986102174501,0.7930682976554536,0.800203873598369
50,0.6639380925282459,0.6535843576816776,0.7930682976554536,0.8012232415902141
51,0.658039466946342,0.647671536769398,0.7938328236493374,0.8012232415902141
52,0.6522451078587178,0.6418574076386382,0.7943425076452599,0.8022426095820592
53,0.646552074336568,0.6361392927185052,0.7951070336391437,0.8022426095820592
54,0.6409574928643097,0.6305145844513688,0.7966360856269113,0.8063200815494393
55,0.6354585652977319,0.6249807513762649,0.7976554536187563,0.8083588175331294
56,0.6300525750813243,0.6195353426943346,0.7981651376146789,0.8083588175331294
57,0.6247368918797352,0.6141759914604085,0.7986748216106014,0.8083588175331294
58,0.619508974780182,0.6089004165446283,0.7994393476044852,0.8093781855249745
59,0.614366374220978,0.6037064235051076,0.8004587155963303,0.8114169215086646
60,0.6093067327970534,0.5985919045077447,0.8027522935779816,0.8134556574923547
61,0.6043277850871179,0.5935548374229637,0.8030071355759429,0.8134556574923547
62,0.5994273566395402,0.588593284221825,0.8053007135575942,0.8144750254841998
63,0.5946033622455185,0.5837053887859363,0.8060652395514781,0.8154943934760448
64,0.5898538036190697,0.5788893742372062,0.8078491335372069,0.8165137614678899
65,0.5851767665940175,0.574143539884909,0.8083588175331294,0.8165137614678899
66,0.580570417938744,0.5694662578789222,0.8101427115188583,0.817533129459735
67,0.576033001880116,0.564855969649515,0.8109072375127421,0.8205912334352702
68,0.5715628364188462,0.5603111822057472,0.8124362895005097,0.8205912334352702
69,0.5671583095096686,0.5558304643565143,0.8124362895005097,0.8226299694189603
70,0.5628178751711886,0.5514124429105467,0.8139653414882773,0.8236493374108053
71,0.5585400495821252,0.5470557989043194,0.8142201834862385,0.8236493374108053
72,0.5543234072129706,0.5427592638998668,0.814729867482161,0.8256880733944955
73,0.5501665770348417,0.538521616387945,0.8160040774719673,0.8256880733944955
74,0.5460682388405315,0.534341678325881,0.8160040774719673,0.8267074413863404
75,0.5420271197064851,0.5302183118337706,0.8170234454638124,0.8287461773700305
76,0.538041990618643,0.526150416067488,0.8188073394495413,0.8307849133537207
77,0.53411166327979,0.5221369242822012,0.8200815494393476,0.8318042813455657
78,0.5302349871112595,0.5181768010957858,0.821355759429154,0.8318042813455657
79,0.5264108464575236,0.5142690399576808,0.8231396534148828,0.8328236493374108
80,0.522638157998356,0.510412660825301,0.8244138634046891,0.8348623853211009
81,0.5189158683698789,0.5066067080471345,0.8261977573904179,0.8379204892966361
82,0.5152429519928688,0.5028502484490653,0.8282364933741081,0.8389398572884812
83,0.5116184091041764,0.49914236961826747,0.8290010193679919,0.8419979612640163
84,0.5080412639849992,0.49548217837718467,0.8300203873598369,0.8440366972477065
85,0.5045105633780103,0.4918687994386291,0.8305300713557594,0.8470948012232415
86,0.5010253750839393,0.48830137423186204,0.8333333333333334,0.8511722731906218
87,0.497584786727133,0.484779059888647,0.8351172273190621,0.8603465851172273
88,0.49418790467883167,0.4813010283776559,0.8374108053007135,0.8603465851172273
89,0.49083385312637395,0.4778664657752365,0.8391946992864424,0.8623853211009175
90,0.4875217732762501,0.47447457166038876,0.8412334352701325,0.8634046890927625
91,0.4842508226788356,0.4711245586218224,0.8427624872579002,0.8664627930682977
92,0.48102017466272734,0.46781565186515195,0.8448012232415902,0.8664627930682977
93,0.47782901786684945,0.464547088908602,0.845565749235474,0.8674821610601428
94,0.4746765558588624,0.46131811935602723,0.8470948012232415,0.8674821610601428
95,0.4715620068288868,0.458128004736575,0.8470948012232415,0.8685015290519877
96,0.46848460334810965,0.4549760184009093,0.849388379204893,0.8715596330275229
97,0.46544359218246584,0.4518614454645617,0.8516819571865444,0.872579001019368
98,0.4624382341522539,0.44878358278966046,0.8524464831804281,0.873598369011213
99,0.4594678040292482,0.445741738996992,0.8547400611620795,0.8766564729867482
100,0.4565315904635857,0.44273523450107055,0.8570336391437309,0.8786952089704383
101,0.453628895933426,0.4397634015616016,0.858053007135576,0.8797145769622834
102,0.45075903671110334,0.43682558434543495,0.8611111111111112,0.8817533129459735
103,0.44792134284018686,0.4339211389937861,0.8621304791029561,0.8858307849133538
